id,text,transcript,filename,tts_distance
1129,if what one finds is made of pure matter it will never spoil,if what one finds is made of pure matter it will never spoil,audio_generated/tts2024-03-13--08-38-57/if what one finds is made of pure matter it will never spoil.wav,0
1130,i jumped in to save rachel,i jumped into save ration,audio_generated/tts2024-03-13--08-38-57/i jumped in to save rachel.wav,5
1131,when he speaks in our language i can interpret what he has said,when he speaks in our language i can interpret what he has said,audio_generated/tts2024-03-13--08-38-57/when he speaks in our language i can interpret what he has said.wav,0
1132,i thought that someday id be rich and could go to mecca,i thought that someday id be reaching could go to man,audio_generated/tts2024-03-13--08-38-57/i thought that someday id be rich and could go to mecca.wav,9
1133,nobodyd ever tell you whoever it was because theyd be scared,no but it ever tell you whoever it is because theyd be scared,audio_generated/tts2024-03-13--08-38-57/nobodyd ever tell you whoever it was because theyd be scared.wav,8
1134,did you see the garden that it took the master gardener ten years to create,did you see the garden that it took the master gardener ten years to create,audio_generated/tts2024-03-13--08-38-57/did you see the garden that it took the master gardener ten years to create.wav,0
1135,i said good night,i said good night,audio_generated/tts2024-03-13--08-38-57/i said good night.wav,0
1136,those women are all card sharks dont be fooled,those women are all card sharks dont be fooled,audio_generated/tts2024-03-13--08-38-57/those women are all card sharks dont be fooled.wav,0
1137,keep your shirt on,keep your shirt,audio_generated/tts2024-03-13--08-38-57/keep your shirt on.wav,3
1138,work for somebody else,work for some belly else,audio_generated/tts2024-03-13--08-38-57/work for somebody else.wav,4
1139,i need a drink,i need a drain,audio_generated/tts2024-03-13--08-38-57/i need a drink.wav,2
1140,the caravans had been stopped at giza for some time waiting for the wars to end,the caravans had been stopped at giza for some time waiting for wars to end,audio_generated/tts2024-03-13--08-38-57/the caravans had been stopped at giza for some time waiting for the wars to end.wav,4
1141,the list was frighteningly extensive,the list was frighteningly extensant,audio_generated/tts2024-03-13--08-38-57/the list was frighteningly extensive.wav,3
1142,it seemed to him that it fell to earth about one hundred miles east of here,it seemed to him that it fell to earth about 100 miles east of here hes,audio_generated/tts2024-03-13--08-38-57/it seemed to him that it fell to earth about one hundred miles east of here.wav,15
1143,everything i do is friendly,everything i do is friendly,audio_generated/tts2024-03-13--08-38-57/everything i do is friendly.wav,0
1144,take her to the hospital,take her to the hospital,audio_generated/tts2024-03-13--08-38-57/take her to the hospital.wav,0
1145,the miner had abandoned everything to go mining for emeralds,the miner had abandoned everything to go mining for emerald,audio_generated/tts2024-03-13--08-38-57/the miner had abandoned everything to go mining for emeralds.wav,1
1146,he was excited and at the same time uneasy maybe the girl had already forgotten him,he was excited and at the same time uneasy maybe the girl had already forgotten,audio_generated/tts2024-03-13--08-38-57/he was excited and at the same time uneasy maybe the girl had already forgotten him.wav,4
1147,try it again,try it again again,audio_generated/tts2024-03-13--08-38-57/try it again.wav,6
1148,the crow tilted its head as if it was thinking,the crow tilted its head as if it was thinking,audio_generated/tts2024-03-13--08-38-57/the crow tilted its head as if it was thinking.wav,0
1149,on the seventh day the alchemist decided to make camp earlier than usual,on the seventh day the lcamist decided to make camp or leave unusual,audio_generated/tts2024-03-13--08-38-57/on the seventh day the alchemist decided to make camp earlier than usual.wav,13
1150,the snake jetted venom,the snake jet is running,audio_generated/tts2024-03-13--08-38-57/the snake jetted venom.wav,9
1151,the boy watched as his companion went to his horse and withdrew a scimitar,the boy watched as his companion went to his horse and with rose cimeter,audio_generated/tts2024-03-13--08-38-57/the boy watched as his companion went to his horse and withdrew a scimitar.wav,8
1152,who told you about omens the boys interest was increasing by the moment,who told you about olims the boys interest was increasing by the moment,audio_generated/tts2024-03-13--08-38-57/who told you about omens the boys interest was increasing by the moment.wav,3
1153,about how wealthy would you say,about her wealthy would you see,audio_generated/tts2024-03-13--08-38-57/about how wealthy would you say.wav,4
1154,his soul must be too primitive to understand those things he thought,his soul must be too primitive to understand those things he thought,audio_generated/tts2024-03-13--08-38-57/his soul must be too primitive to understand those things he thought.wav,0
1155,the three fell silent,the threefill silent talent,audio_generated/tts2024-03-13--08-38-57/the three fell silent.wav,9
1156,dont they usually keep the gun on the floor,dont they usually keep the gun on the floor,audio_generated/tts2024-03-13--08-38-57/dont they usually keep the gun on the floor.wav,0
1157,im a sucker for this country,in a sucker for this country,audio_generated/tts2024-03-13--08-38-57/im a sucker for this country.wav,1
1158,i left my father my mother and the town castle behind,i left my father my mother and the town castle behind,audio_generated/tts2024-03-13--08-38-57/i left my father my mother and the town castle behind.wav,0
1159,with this kind of organization i find its much easier to prioritize within a category,with this kind of organization i find its much easier to prioritize within a category,audio_generated/tts2024-03-13--08-38-57/with this kind of organization i find its much easier to prioritize within a category.wav,0
1160,congressman aaron is here to see you,congressman aaron is here to see her,audio_generated/tts2024-03-13--08-38-57/congressman aaron is here to see you.wav,3
1161,tonight we give you something entirely new and different,tonight we give you something entirely new and different,audio_generated/tts2024-03-13--08-38-57/tonight we give you something entirely new and different.wav,0
1162,paracetamol should get rid of that pain,pair of seatem all should get rid of that pain,audio_generated/tts2024-03-13--08-38-57/paracetamol should get rid of that pain.wav,11
1163,they were people of the desert and clamored to hear his stories about the great cities,they were people of the desert and clamored to hear his stories about the great city,audio_generated/tts2024-03-13--08-38-57/they were people of the desert and clamored to hear his stories about the great cities.wav,3
1164,it was a useful reminder to complete the task,it was a useful reminder to complete the test,audio_generated/tts2024-03-13--08-38-57/it was a useful reminder to complete the task.wav,2
1165,i had to act quickly thats why i jumped in,i had to act quickly thats why i jumped it,audio_generated/tts2024-03-13--08-38-57/i had to act quickly thats why i jumped in.wav,1
1166,the sword didnt fall,the sword didnt fall,audio_generated/tts2024-03-13--08-38-57/the sword didnt fall.wav,0
1167,i waited all afternoon and evening he said,i waited all afternoon and even he said,audio_generated/tts2024-03-13--08-38-57/i waited all afternoon and evening he said.wav,3
1168,the end of the cylinder was still as ogilvy and henderson had left it,the end of the cylinder was still as ogoli and henderson had left it,audio_generated/tts2024-03-13--08-38-57/the end of the cylinder was still as ogilvy and henderson had left it.wav,3
